event_id,organizer_id,activity_id,sport_cluster,skill_level,max_participants,duration_hours,start_time,latitude,longitude,geo_cluster,day_of_week,time_of_day,fill_rate,participant_count,skill_diversity,social_density_cat,avg_organizer_rating,f1,f2,f3,f4,f5,f6,f7,f8
1838,3,1,1,1,14,1.1,2023-01-11 18:00:00,45.849671,15.945028,1,3,2,0.642,9,0.469,2,3.04,0.9343,0.3228,0.2147,0.4235,0.5549,0.1527,0.4897,0.3614
1839,2018,30,5,1,5,1.2,2024-10-28 19:00:00,45.754708,15.971245,3,1,2,0.611,3,0.494,1,3.13,0.2858,0.4507,0.1068,0.5447,0.3737,0.5699,0.4144,0.3597
1840,3366,2,0,0,9,1.9,2024-10-05 10:00:00,45.795285,15.969738,0,6,0,0.312,3,1.284,1,1.88,0.9331,0.3504,0.4994,0.4739,0.1585,0.8424,0.4477,0.225
1841,2283,2,0,1,14,0.9,2023-10-16 19:00:00,45.844645,15.938386,1,1,2,0.529,7,0.913,1,3.03,0.9114,0.2974,0.4696,0.4894,0.1592,0.8367,0.3762,0.2822
1842,1749,20,5,1,10,1.2,2024-08-03 18:00:00,45.824371,15.984088,0,6,2,0.625,6,0.617,1,3.37,0.3397,0.5356,0.0609,0.6237,0.2721,0.5787,0.3858,0.2945
1843,6288,1,1,0,5,2.0,2024-11-05 19:00:00,45.803447,16.0528,2,2,2,0.372,2,1.07,0,1.99,0.8261,0.3199,0.2815,0.3504,0.5284,0.093,0.503,0.3118
1844,6104,9,1,2,5,1.0,2023-08-29 11:00:00,45.812895,15.963302,0,2,0,0.135,1,0.39,0,2.11,0.7865,0.3295,0.2814,0.4806,0.5971,0.2254,0.5419,0.2225
1845,6733,28,0,0,8,0.5,2024-11-10 09:00:00,45.797436,15.88012,4,0,0,0.596,5,0.868,1,3.09,0.9099,0.3733,0.5296,0.525,0.1999,0.966,0.3896,0.3496
1846,7446,19,4,1,8,1.3,2024-08-11 09:00:00,45.842344,15.9744,0,0,0,0.233,2,0.566,0,2.9,0.7898,0.5192,0.7271,0.89,0.1793,0.4662,0.6947,0.3464
1847,8592,7,0,1,7,1.8,2024-08-18 19:00:00,45.823508,15.893153,4,0,2,0.174,1,1.022,0,3.7,0.962,0.2451,0.552,0.5444,0.1623,0.9164,0.4925,0.3085
1848,6753,6,2,0,5,1.3,2024-04-07 09:00:00,45.858496,15.952921,1,0,0,0.134,1,0.468,0,2.92,0.3283,0.9331,0.2548,0.7235,0.2757,0.1753,0.3319,0.5438
1849,8143,6,2,0,7,1.0,2024-12-06 19:00:00,45.849639,15.953124,1,5,2,0.212,1,0.533,0,2.43,0.3862,0.9446,0.2125,0.7321,0.2657,0.3661,0.2887,0.5151
1850,2957,25,3,0,6,2.2,2023-04-30 19:00:00,45.853279,15.94393,1,0,2,0.689,4,1.103,1,2.72,0.4926,0.4657,0.808,0.7136,0.7074,0.1823,0.5104,0.8069
1851,5047,20,5,0,6,1.7,2023-05-19 18:00:00,45.791686,16.055323,2,5,2,0.862,5,1.37,1,1.77,0.2185,0.5629,0.1664,0.6253,0.2995,0.5183,0.393,0.247
1852,8975,29,1,0,6,1.5,2023-12-24 10:00:00,45.753776,15.98758,3,0,0,0.561,3,0.332,1,2.15,0.7719,0.2302,0.2831,0.4244,0.5259,0.1597,0.4408,0.2421
1853,6363,14,5,1,6,1.8,2023-11-01 20:00:00,45.82152,15.975969,0,3,2,0.584,4,0.994,1,2.07,0.226,0.5756,0.0,0.6653,0.3849,0.5618,0.469,0.3006
1854,5976,29,1,0,4,1.8,2024-11-07 19:00:00,45.811737,15.958049,0,4,2,0.172,1,0.985,0,3.06,0.8475,0.3023,0.3077,0.4088,0.5197,0.2273,0.4886,0.3353
1855,1009,5,5,1,4,1.5,2024-11-24 18:00:00,45.753162,15.97894,3,0,2,0.196,1,0.75,0,3.31,0.3581,0.5328,0.1188,0.5644,0.2973,0.6482,0.443,0.2224
1856,8481,15,0,1,11,2.5,2024-01-16 11:00:00,45.814319,15.992378,0,2,0,0.514,6,0.984,1,3.08,0.9018,0.317,0.4497,0.4451,0.1628,0.9107,0.3264,0.2573
1857,5249,8,0,0,22,1.8,2024-08-29 09:00:00,45.80985,15.875059,4,4,0,0.264,6,0.946,1,2.67,0.7966,0.317,0.4556,0.524,0.171,0.8981,0.3769,0.2733
1858,4437,9,1,1,16,1.8,2023-01-26 20:00:00,45.820054,15.979519,0,4,2,0.525,8,0.652,1,1.79,0.7415,0.313,0.2962,0.4429,0.596,0.179,0.5071,0.3514
1859,2482,14,5,3,6,1.9,2024-06-01 09:00:00,45.792359,16.051608,2,6,0,0.501,3,0.531,1,3.75,0.2251,0.3881,0.0619,0.6516,0.2833,0.5647,0.4715,0.2837
1860,7691,4,6,0,4,1.9,2024-08-22 11:00:00,45.790568,16.03292,2,4,0,0.314,1,0.878,0,2.25,0.6547,0.2748,0.3417,0.6379,0.2224,0.2152,0.8819,0.5112
1861,5186,8,0,0,22,1.2,2023-11-15 18:00:00,45.814101,15.967551,0,3,2,0.447,10,0.948,2,2.39,0.8626,0.2907,0.457,0.4359,0.2453,0.9556,0.4137,0.2152
1862,2735,3,2,1,5,1.2,2024-08-04 18:00:00,45.750177,15.966268,3,0,2,0.413,2,1.033,0,2.64,0.3675,0.8641,0.1992,0.6402,0.3686,0.3769,0.2753,0.4172
1863,2048,2,0,0,21,2.2,2023-08-26 18:00:00,45.818238,15.975803,0,6,2,0.351,7,0.68,1,3.1,0.904,0.2949,0.5267,0.5018,0.1618,0.8594,0.4415,0.1442
1864,1120,7,0,1,3,1.2,2024-03-19 11:00:00,45.791559,15.971587,0,2,0,0.659,2,0.887,0,3.76,0.8334,0.2919,0.4658,0.449,0.1812,0.8417,0.479,0.2998
1865,3147,29,1,1,6,0.5,2023-06-21 18:00:00,45.746174,15.980483,3,3,2,0.266,2,0.071,0,3.39,0.8156,0.3264,0.3354,0.4275,0.6456,0.1177,0.5676,0.4153
1866,2656,19,4,2,8,1.6,2024-06-09 20:00:00,45.806419,15.894094,4,0,2,0.204,2,0.605,0,2.4,0.8328,0.5813,0.7303,0.8687,0.1741,0.4149,0.8513,0.4237
1867,8354,0,1,1,6,2.3,2024-01-03 11:00:00,45.813092,15.988055,0,3,0,0.446,3,0.537,1,1.54,0.8147,0.2795,0.3243,0.351,0.6813,0.181,0.5132,0.3715
1868,6553,1,1,0,3,1.0,2024-11-21 20:00:00,45.790493,15.977981,0,4,2,0.388,1,1.121,0,1.73,0.737,0.3545,0.2627,0.435,0.5841,0.2015,0.5115,0.3292
1869,1773,16,2,0,7,2.3,2023-02-09 19:00:00,45.788041,16.044113,2,4,2,0.482,3,1.191,1,3.13,0.3628,0.9926,0.2062,0.6592,0.2253,0.2984,0.3507,0.4098
1870,6046,15,0,3,6,1.3,2024-05-18 19:00:00,45.859731,15.93563,1,6,2,0.35,2,0.272,0,3.6,0.8767,0.3831,0.4517,0.4648,0.196,0.9108,0.3255,0.2239
1871,129,26,7,2,11,2.0,2023-09-06 18:00:00,45.803031,16.043268,2,3,2,0.811,9,1.435,2,2.04,0.5804,0.4663,0.6231,0.5188,0.955,0.2999,0.3274,0.6978
1872,410,0,1,1,3,0.9,2023-07-11 11:00:00,45.755491,15.963986,3,2,0,0.222,1,0.715,0,2.78,0.8491,0.2123,0.2711,0.3581,0.5801,0.1496,0.5436,0.3267
1873,3516,20,5,0,18,1.3,2024-01-19 11:00:00,45.736337,15.972635,3,5,0,0.352,6,0.294,1,3.39,0.359,0.5161,0.0334,0.6349,0.3659,0.5362,0.4431,0.2822
1874,4393,17,0,0,7,1.6,2024-11-12 18:00:00,45.84925,15.954706,1,2,2,0.614,4,0.907,1,0.99,0.8753,0.2618,0.4652,0.5219,0.2544,0.8946,0.3892,0.3287
1875,2938,3,2,0,4,1.8,2023-10-24 19:00:00,45.756484,15.975151,3,2,2,0.077,0,0.918,0,1.89,0.3464,0.8617,0.204,0.7121,0.292,0.3184,0.3502,0.5337
1876,2738,14,5,1,12,1.4,2024-09-23 18:00:00,45.796125,16.038274,2,1,2,0.487,6,0.379,1,2.16,0.3788,0.5369,0.0449,0.6026,0.2821,0.5101,0.4178,0.3203
1877,6605,24,3,0,12,1.3,2024-09-08 20:00:00,45.791137,16.03661,2,0,2,0.562,7,0.502,1,2.42,0.5102,0.4887,0.8896,0.6839,0.7015,0.157,0.4749,0.7753
1878,3294,24,3,0,14,1.1,2023-10-15 11:00:00,45.801378,16.054815,2,0,0,0.487,7,0.59,1,2.45,0.471,0.3847,0.9506,0.6238,0.7584,0.3146,0.449,0.74
1879,244,1,1,0,3,1.1,2023-12-11 10:00:00,45.78411,16.053752,2,1,0,0.091,0,0.19,0,2.93,0.8302,0.278,0.2371,0.3854,0.6274,0.153,0.463,0.3185
1880,8614,0,1,2,7,1.7,2023-10-16 19:00:00,45.815401,15.879352,4,1,2,0.511,4,1.357,1,2.64,0.785,0.2229,0.2838,0.3606,0.5867,0.1645,0.4757,0.2191
1881,7618,29,1,3,8,2.0,2024-11-28 19:00:00,45.815701,15.88225,4,4,2,0.252,2,1.242,0,3.65,0.7861,0.3638,0.2498,0.407,0.7514,0.1813,0.514,0.2664
1882,7389,1,1,2,15,2.1,2023-12-26 20:00:00,45.80664,16.033933,2,2,2,0.319,5,0.347,1,3.37,0.8637,0.2692,0.2752,0.4265,0.6081,0.185,0.5129,0.3822
1883,8349,3,2,1,10,1.6,2023-12-09 20:00:00,45.82201,15.975201,0,6,2,0.368,4,1.233,1,3.3,0.4046,0.8834,0.1262,0.7548,0.3065,0.293,0.2636,0.4899
1884,6897,21,0,1,8,1.5,2024-08-15 10:00:00,45.738841,15.97756,3,4,0,0.223,2,0.592,0,3.56,0.9047,0.2723,0.4643,0.5482,0.2632,0.8423,0.3623,0.3386
1885,3376,3,2,0,2,1.6,2023-04-20 19:00:00,45.809016,15.878796,4,4,2,0.459,1,0.066,0,2.94,0.3464,0.9034,0.1882,0.7969,0.279,0.3382,0.2894,0.4384
1886,864,28,0,1,7,0.8,2024-04-15 20:00:00,45.856077,15.962151,1,1,2,0.395,3,0.06,1,2.05,0.8219,0.4273,0.4766,0.4812,0.2001,0.9147,0.4221,0.3352
1887,2351,0,1,1,7,1.2,2024-05-27 18:00:00,45.785309,16.043517,2,1,2,0.08,1,0.503,0,1.95,0.7041,0.3744,0.3402,0.4704,0.5949,0.2818,0.5676,0.415
1888,4183,1,1,1,10,0.5,2023-07-05 20:00:00,45.786894,16.039187,2,3,2,0.35,4,1.071,1,2.09,0.776,0.3473,0.312,0.4538,0.5911,0.1632,0.4975,0.2766
1889,8598,14,5,0,4,1.9,2023-09-01 10:00:00,45.8487,15.946864,1,5,0,0.184,1,0.931,0,2.76,0.2565,0.4734,0.1119,0.5477,0.2963,0.6503,0.3471,0.3526
1890,5997,4,6,3,5,1.8,2023-11-11 20:00:00,45.806446,15.880309,4,6,2,0.352,2,1.335,0,3.3,0.7047,0.3308,0.3597,0.6763,0.2226,0.0735,0.7679,0.5685
1891,7704,28,0,0,6,1.8,2023-06-21 18:00:00,45.842199,15.954157,1,3,2,0.033,0,0.77,0,2.83,0.888,0.2186,0.3969,0.4746,0.1697,0.8865,0.2837,0.2623
1892,161,29,1,0,8,1.3,2024-02-21 10:00:00,45.82573,15.985073,0,3,0,0.234,2,1.135,0,2.21,0.8298,0.3008,0.3093,0.4162,0.6085,0.2418,0.4323,0.4314
1893,1010,9,1,2,18,1.2,2024-10-23 20:00:00,45.794792,16.046655,2,3,2,0.192,3,0.84,1,2.87,0.8348,0.3301,0.3619,0.3955,0.6419,0.1585,0.5743,0.3616
1894,5413,15,0,2,4,1.0,2023-05-18 11:00:00,45.80014,16.035086,2,4,0,0.633,3,1.376,1,3.25,0.9494,0.263,0.5059,0.4277,0.1731,0.9784,0.4128,0.2393
1895,8546,30,5,2,9,2.4,2023-05-04 10:00:00,45.803902,15.875057,4,4,0,0.659,6,1.001,1,2.96,0.2834,0.5517,0.1167,0.5883,0.3556,0.5434,0.4178,0.3883
1896,8369,15,0,0,7,1.2,2024-09-12 20:00:00,45.855881,15.95459,1,4,2,0.44,3,1.25,1,2.14,0.8134,0.3121,0.4645,0.5458,0.2065,0.9331,0.4143,0.3523
1897,5460,27,7,0,9,1.1,2024-02-07 09:00:00,45.739604,15.976787,3,3,0,0.656,6,1.31,1,1.36,0.5906,0.4289,0.6126,0.6089,0.9193,0.3455,0.3666,0.7345
1898,84,10,4,0,15,2.3,2024-01-01 11:00:00,45.857786,15.962797,1,1,0,0.329,5,0.443,1,2.99,0.7922,0.5817,0.7741,0.9145,0.0977,0.3904,0.795,0.4695
1899,7319,5,5,0,27,1.6,2023-01-06 19:00:00,45.755513,15.965182,3,5,2,0.091,2,0.209,0,2.2,0.2638,0.5306,0.1024,0.6338,0.3101,0.6014,0.3914,0.2654
1900,48,4,6,1,7,1.4,2024-10-24 11:00:00,45.790551,16.048207,2,4,0,0.304,2,1.268,0,3.63,0.6999,0.3541,0.3308,0.7669,0.1621,0.1609,0.9058,0.5178
1901,4548,8,0,0,9,1.8,2023-03-01 09:00:00,45.808114,15.990314,0,3,0,0.585,5,0.442,1,3.49,0.9342,0.3367,0.5535,0.4173,0.2141,0.9017,0.422,0.4033
1902,4952,10,4,0,7,1.3,2023-12-07 10:00:00,45.782611,16.058709,2,4,0,0.705,5,0.385,1,2.83,0.7307,0.5789,0.5984,0.893,0.1881,0.4602,0.8504,0.3857
1903,7863,18,7,1,4,1.0,2023-04-06 10:00:00,45.75229,15.977797,3,4,0,0.332,1,0.731,0,1.44,0.483,0.4527,0.5575,0.476,0.919,0.2386,0.4036,0.7634
1904,3609,1,1,0,15,1.5,2023-12-06 11:00:00,45.846847,15.964846,1,3,0,0.193,3,1.181,1,2.75,0.786,0.3624,0.2983,0.3859,0.6121,0.234,0.4752,0.3236
1905,4114,13,6,1,6,2.3,2024-11-28 20:00:00,45.814735,15.982032,0,4,2,0.118,1,0.586,0,2.62,0.7024,0.3391,0.297,0.672,0.1474,0.1718,0.8795,0.4387
1906,3609,1,1,1,18,0.7,2024-10-17 20:00:00,45.798403,16.027735,2,4,2,0.232,4,0.849,1,2.78,0.795,0.2548,0.364,0.3966,0.6547,0.2374,0.5092,0.3133
1907,2397,13,6,1,11,1.7,2024-07-10 10:00:00,45.802922,15.879786,4,3,0,0.082,1,0.624,0,2.62,0.6615,0.2225,0.3508,0.8068,0.2854,0.238,0.9013,0.4608
1908,2080,5,5,0,10,0.9,2024-12-09 19:00:00,45.813857,15.868387,4,1,2,0.06,1,0.535,0,2.17,0.3545,0.5486,0.2233,0.6288,0.2678,0.5239,0.3618,0.3694
1909,8204,17,0,0,10,1.2,2024-01-26 18:00:00,45.753528,15.978719,3,5,2,0.521,5,0.239,1,3.83,0.876,0.3341,0.4288,0.4476,0.2426,0.8979,0.4657,0.3628
1910,3827,7,0,0,7,2.2,2023-06-23 10:00:00,45.787492,16.061706,2,5,0,0.442,3,0.494,1,3.56,0.8836,0.3219,0.5129,0.4273,0.2713,0.9029,0.3715,0.3898
1911,144,24,3,1,5,1.5,2024-05-19 19:00:00,45.749851,15.966663,3,0,2,0.345,2,0.331,0,0.97,0.4412,0.503,0.8734,0.6379,0.7764,0.2426,0.5278,0.7384
1912,7637,3,2,0,6,1.1,2024-01-19 18:00:00,45.77169,16.029703,2,5,2,0.038,0,1.274,0,2.79,0.3432,0.9776,0.1893,0.6784,0.2902,0.3164,0.3229,0.5538
1913,3140,27,7,2,12,1.3,2024-07-20 20:00:00,45.847467,15.964243,1,6,2,0.32,4,0.426,1,2.23,0.4197,0.4783,0.6001,0.5065,0.8028,0.273,0.3564,0.7299
1914,148,4,6,0,4,0.8,2024-02-09 18:00:00,45.820301,15.891196,4,5,2,0.407,2,0.033,0,1.45,0.6815,0.3216,0.2588,0.6634,0.1523,0.3032,0.8565,0.4638
1915,46,3,2,0,8,1.6,2023-11-22 11:00:00,45.805765,16.055395,2,3,0,0.263,2,0.853,0,3.71,0.4202,0.8272,0.2762,0.7561,0.3418,0.302,0.3255,0.5172
1916,802,13,6,0,8,2.1,2024-11-18 20:00:00,45.816734,15.964166,0,1,2,0.573,5,0.714,1,2.03,0.6797,0.2926,0.2774,0.6919,0.2061,0.2295,0.9042,0.5267
1917,3181,26,7,2,7,1.1,2023-07-20 11:00:00,45.815531,16.043789,2,4,0,0.38,3,0.955,1,1.04,0.5658,0.383,0.63,0.5211,0.9116,0.2579,0.389,0.6918
1918,206,5,5,2,5,1.5,2023-05-01 20:00:00,45.750141,15.959459,3,1,2,0.324,2,0.375,0,3.16,0.23,0.5362,0.0968,0.5811,0.3144,0.5652,0.3923,0.2669
1919,2236,3,2,0,6,1.9,2024-10-02 19:00:00,45.797977,16.061065,2,3,2,0.088,1,0.535,0,3.05,0.3559,0.8306,0.1813,0.6234,0.3362,0.1967,0.3144,0.4827
1920,6626,4,6,0,6,1.1,2023-12-29 10:00:00,45.79636,16.030955,2,5,0,0.518,3,0.641,1,2.43,0.7022,0.3263,0.3328,0.7301,0.2625,0.2179,0.9164,0.4648
1921,7284,13,6,1,13,1.8,2023-01-03 18:00:00,45.800666,16.04413,2,2,2,0.281,4,1.096,1,2.44,0.729,0.2789,0.2804,0.6525,0.1683,0.2883,0.9861,0.413
1922,0,14,5,2,3,0.8,2023-06-09 18:00:00,45.809586,15.893842,4,5,2,0.387,1,1.153,0,2.68,0.3742,0.4661,0.1306,0.6747,0.3546,0.6224,0.3859,0.2348
1923,7821,30,5,0,8,1.2,2024-02-25 19:00:00,45.809392,15.976273,0,0,2,0.579,5,1.252,1,3.17,0.4023,0.5581,0.1035,0.5234,0.2705,0.6182,0.3651,0.2079
1924,6310,13,6,0,20,0.5,2024-09-25 19:00:00,45.749165,15.979121,3,3,2,0.205,4,0.134,1,1.23,0.6642,0.271,0.2627,0.7152,0.1736,0.2021,0.8084,0.4633
1925,2700,14,5,1,9,0.8,2023-01-11 10:00:00,45.826245,15.888823,4,3,0,0.931,8,0.929,1,3.11,0.257,0.4756,0.0971,0.5738,0.3079,0.5402,0.3842,0.259
1926,1904,8,0,0,7,1.3,2024-01-20 20:00:00,45.804599,16.041477,2,6,2,0.175,1,1.429,0,3.12,0.8405,0.2417,0.4592,0.5227,0.2016,0.8772,0.4512,0.1473
1927,6215,1,1,1,4,1.8,2023-02-01 11:00:00,45.824043,15.890447,4,3,0,0.41,2,0.755,0,2.16,0.8089,0.2207,0.2632,0.4325,0.622,0.242,0.5482,0.2811
1928,7006,0,1,2,26,0.8,2023-12-15 18:00:00,45.745707,15.966926,3,5,2,0.253,7,0.321,1,2.66,0.79,0.3014,0.2852,0.3976,0.606,0.3009,0.4539,0.3548
1929,2374,8,0,0,11,2.0,2023-08-25 10:00:00,45.809806,15.896849,4,5,0,0.379,4,0.813,1,2.93,0.9682,0.2109,0.4172,0.4498,0.2649,0.9307,0.4473,0.3178
1930,6127,30,5,0,2,0.9,2023-02-12 09:00:00,45.809955,15.888186,4,0,0,0.473,1,0.586,0,3.83,0.2576,0.5142,0.1226,0.5895,0.2896,0.6196,0.4369,0.2724
1931,8269,27,7,1,8,1.6,2023-01-10 18:00:00,45.796129,16.035787,2,2,2,0.807,6,0.6,1,3.0,0.4764,0.4438,0.6101,0.5425,0.9124,0.3521,0.4352,0.7424
1932,6062,19,4,2,4,1.3,2024-12-03 20:00:00,45.801205,15.970591,0,2,2,0.168,1,0.127,0,3.11,0.8426,0.6237,0.6864,0.9898,0.2673,0.3756,0.946,0.4024
1933,4338,11,3,0,10,1.7,2023-11-07 20:00:00,45.795917,16.048117,2,2,2,0.606,6,0.832,1,1.81,0.5235,0.5253,0.9917,0.627,0.769,0.2598,0.5925,0.9081
1934,4925,8,0,0,2,0.7,2023-09-18 09:00:00,45.822933,15.983472,0,1,0,0.201,0,0.527,0,3.61,0.8378,0.3037,0.5576,0.4732,0.1096,0.892,0.4188,0.316
1935,8655,21,0,1,14,0.8,2024-01-05 11:00:00,45.827539,15.880447,4,5,0,0.341,5,0.118,1,2.23,0.9084,0.2891,0.4423,0.5705,0.223,0.9321,0.3335,0.4267
1936,8954,29,1,0,8,1.8,2023-01-08 18:00:00,45.851682,15.949749,1,0,2,0.576,5,1.349,1,3.72,0.6975,0.2761,0.2797,0.4828,0.6395,0.1212,0.5405,0.2589
1937,2399,4,6,2,7,1.5,2024-05-15 20:00:00,45.813559,15.975118,0,3,2,0.636,4,1.446,1,1.82,0.7649,0.2918,0.4157,0.8173,0.2053,0.2389,0.8781,0.5135
1938,1614,25,3,1,8,1.6,2023-02-17 18:00:00,45.825423,15.977712,0,5,2,0.229,2,0.497,0,1.86,0.4949,0.4959,0.8597,0.5766,0.7809,0.2156,0.4727,0.8252
1939,4794,7,0,0,11,1.0,2023-03-20 10:00:00,45.788261,16.054819,2,1,0,0.718,8,0.864,1,3.66,0.8552,0.2644,0.5527,0.4779,0.1432,0.8657,0.3694,0.2877
1940,7169,4,6,1,10,1.4,2024-02-16 19:00:00,45.80985,15.978401,0,5,2,0.626,6,0.711,1,3.68,0.67,0.2768,0.1989,0.63,0.1696,0.1655,0.8933,0.4239
1941,1769,2,0,1,8,1.4,2023-11-12 19:00:00,45.809396,15.905035,4,0,2,0.102,1,0.154,0,3.59,0.976,0.2426,0.5122,0.5828,0.1296,0.88,0.2845,0.3903
1942,4877,0,1,0,4,1.8,2024-06-04 11:00:00,45.799151,16.027892,2,2,0,0.323,1,0.331,0,1.3,0.8243,0.309,0.3476,0.2938,0.7196,0.2125,0.4746,0.2804
1943,6592,3,2,1,18,1.7,2024-09-20 11:00:00,45.798287,15.896914,4,5,0,0.032,1,0.373,0,2.73,0.3789,0.8481,0.2169,0.6575,0.2005,0.3125,0.3281,0.5649
1944,6515,30,5,2,9,1.6,2024-01-14 19:00:00,45.814737,15.901795,4,0,2,0.196,2,0.445,0,2.78,0.2801,0.4213,0.094,0.5229,0.3261,0.5686,0.4242,0.253
1945,5001,15,0,0,9,1.1,2023-07-01 10:00:00,45.865643,15.956357,1,6,0,0.413,4,0.336,1,2.76,0.822,0.3192,0.4579,0.4616,0.2371,0.951,0.4065,0.2586
1946,1305,0,1,1,3,1.9,2024-12-08 19:00:00,45.806149,15.974867,0,0,2,0.23,1,0.822,0,3.26,0.8195,0.3462,0.2958,0.4085,0.5649,0.2012,0.3971,0.3408
1947,7502,6,2,0,10,1.5,2023-01-18 20:00:00,45.810605,15.888977,4,3,2,0.187,2,0.406,0,1.65,0.3755,0.9032,0.1572,0.7153,0.3329,0.3692,0.3704,0.4825
1948,2431,18,7,1,10,1.3,2023-11-10 19:00:00,45.737591,15.972857,3,5,2,0.552,6,0.888,1,2.35,0.4037,0.3314,0.5922,0.5429,0.9617,0.2069,0.4386,0.6992
1949,944,27,7,1,6,1.3,2023-10-21 11:00:00,45.812604,15.872776,4,6,0,0.594,4,1.399,1,3.95,0.4862,0.477,0.6129,0.5145,0.8808,0.3012,0.3933,0.6725
1950,6309,30,5,0,3,1.5,2024-09-11 19:00:00,45.811862,15.894921,4,3,2,0.813,2,0.598,0,2.18,0.304,0.4849,0.0337,0.627,0.3385,0.4568,0.4007,0.3328
1951,6115,30,5,1,9,1.5,2023-12-10 18:00:00,45.805628,15.895922,4,0,2,0.363,3,0.792,1,3.44,0.3033,0.4895,0.0967,0.6779,0.3107,0.7534,0.4389,0.2998
1952,5437,1,1,2,5,1.6,2024-07-02 18:00:00,45.789106,16.058665,2,2,2,0.192,1,1.284,0,1.46,0.8638,0.3374,0.3004,0.3098,0.5547,0.2642,0.4905,0.3123
1953,3808,30,5,1,8,2.0,2023-11-30 19:00:00,45.864399,15.950926,1,4,2,0.197,2,1.376,0,3.18,0.3388,0.5624,0.0281,0.6229,0.214,0.5607,0.409,0.335
1954,6350,30,5,0,13,1.5,2023-12-16 11:00:00,45.807374,15.97492,0,6,0,0.58,8,0.114,1,3.24,0.2852,0.5858,0.1742,0.563,0.3052,0.7335,0.3983,0.2813
1955,8234,12,0,3,2,1.0,2024-05-17 20:00:00,45.775675,16.039989,2,5,2,0.083,0,0.286,0,2.76,0.8926,0.2607,0.48,0.4707,0.2927,0.8955,0.3215,0.2873
1956,7688,12,0,3,11,1.4,2023-07-08 10:00:00,45.7849,16.060075,2,6,0,0.531,6,1.02,1,3.13,0.8915,0.3038,0.4684,0.486,0.1555,0.8996,0.3491,0.3294
1957,1652,16,2,1,10,0.8,2023-01-13 09:00:00,45.789945,16.054038,2,5,0,0.461,5,0.598,1,2.85,0.352,0.9267,0.2205,0.6426,0.393,0.3614,0.3111,0.4664
1958,7180,3,2,0,8,1.1,2024-08-25 10:00:00,45.817567,15.978371,0,0,0,0.187,1,1.09,0,2.32,0.4135,0.9283,0.2437,0.6394,0.2968,0.3025,0.2964,0.5693
1959,7228,16,2,1,12,1.2,2024-03-23 10:00:00,45.821307,15.984489,0,6,0,0.279,3,0.567,1,3.69,0.3672,0.8837,0.2008,0.7966,0.2716,0.2636,0.2955,0.5097
1960,1306,1,1,2,14,1.3,2024-08-29 19:00:00,45.743723,15.979503,3,4,2,0.093,1,0.738,0,3.5,0.723,0.27,0.1714,0.3568,0.6452,0.2522,0.5098,0.264
1961,2314,3,2,1,13,1.7,2024-06-04 18:00:00,45.858593,15.947045,1,2,2,0.686,9,0.054,2,2.41,0.3229,0.9928,0.1083,0.689,0.3244,0.2956,0.2538,0.4171
1962,461,1,1,1,5,1.0,2024-08-29 18:00:00,45.802496,16.052215,2,4,2,0.226,1,0.696,0,2.39,0.7987,0.2742,0.2727,0.3371,0.5675,0.2152,0.5309,0.2974
1963,4433,7,0,1,7,1.8,2023-12-13 18:00:00,45.744085,15.984517,3,3,2,0.528,4,0.033,1,2.73,0.9369,0.3086,0.499,0.554,0.2729,0.995,0.4007,0.2919
1964,8348,1,1,1,4,2.1,2024-01-10 10:00:00,45.801695,15.978076,0,3,0,0.38,2,0.456,0,3.85,0.7529,0.2599,0.3486,0.4456,0.6433,0.1554,0.4912,0.337
1965,1843,8,0,0,5,1.7,2024-08-26 10:00:00,45.817506,15.976596,0,1,0,0.062,0,0.298,0,2.99,0.8816,0.2717,0.5172,0.4996,0.1221,0.8576,0.4048,0.3385
1966,8608,2,0,1,25,1.1,2023-01-31 18:00:00,45.794079,15.877117,4,2,2,0.482,12,1.292,2,1.64,0.8754,0.2473,0.4092,0.4396,0.1689,0.8791,0.3308,0.2039
1967,3211,4,6,0,10,1.5,2023-09-15 20:00:00,45.754438,15.981305,3,5,2,0.254,3,0.382,1,2.71,0.7254,0.2514,0.3031,0.6229,0.2617,0.1702,0.8404,0.4955
1968,4773,24,3,0,5,0.5,2024-02-14 10:00:00,45.758359,15.969702,3,3,0,0.317,2,0.788,0,3.39,0.5158,0.4843,0.9255,0.5547,0.805,0.1208,0.4836,0.7652
1969,5730,1,1,0,19,1.0,2024-06-11 11:00:00,45.852593,15.938186,1,2,0,0.335,6,0.94,1,3.38,0.7571,0.3467,0.3258,0.4909,0.6823,0.1822,0.5794,0.2961
1970,2754,15,0,0,14,1.5,2023-03-29 18:00:00,45.801505,15.89739,4,3,2,0.528,7,0.996,1,3.61,0.9493,0.3001,0.5342,0.4464,0.1795,0.9569,0.3606,0.3225
1971,5068,6,2,0,4,1.7,2023-05-13 10:00:00,45.748564,15.970721,3,6,0,0.359,1,1.184,0,1.61,0.431,0.9126,0.2118,0.7016,0.2286,0.3393,0.3224,0.413
1972,8,15,0,0,12,1.1,2023-07-26 10:00:00,45.808479,16.057943,2,3,0,0.479,6,1.279,1,3.5,1.0,0.325,0.5042,0.4491,0.1859,0.8972,0.3966,0.2875
1973,617,9,1,0,10,1.7,2023-08-28 20:00:00,45.792081,15.990854,0,1,2,0.474,5,0.44,1,2.77,0.7271,0.2313,0.264,0.4025,0.562,0.2848,0.5109,0.3229
