user_id,motivation_type,frequency_tier,openness,conscientiousness,extraversion,agreeableness,neuroticism,hardiness,confidence,locus_of_control,fa_score,fb_score,preferred_session_duration,organizing_openness,leadership_inclination,max_travel_distance,weekly_activity_target,pushes_through_discomfort,preferred_group_size,acquaintance_preference,enjoys_meeting_new_people,activity_vs_social,motivated_by_competition,planning_horizon,feels_like_burden,age,gender,latitude,longitude,geo_cluster,user_cluster,preferred_activities,preferred_skills,availability_days,availability_times,participation_groups
4932,social,frequent,0.5555,0.4464,0.6449,0.725,0.659,0.5937,0.5507,0.6724,0.4758,0.5197,85,1,4,9,4,3,7,2,3,3,4,3,4,44,0,45.792571,16.029161,2,2,"21,29,18,17","0,2,3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
4933,casual_recreational,sparse,0.9021,0.7817,0.356,0.529,0.6997,0.4805,0.6582,0.3092,0.6488,0.3607,89,1,2,18,6,4,4,1,2,2,3,4,4,47,0,45.812415,15.976949,0,1,"25,26,23,17","3,0,3,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
4934,social,frequent,0.329,0.1157,0.6205,0.7674,0.2767,0.6966,0.7588,0.4628,0.4334,0.6666,115,1,4,25,1,2,6,3,3,2,3,1,2,62,3,45.757311,15.979866,3,2,"13,26","1,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
4935,casual_recreational,sparse,0.8582,0.4826,0.3851,0.6679,0.196,0.4575,0.276,0.5092,0.5661,0.5637,74,1,2,28,4,3,5,4,2,4,3,3,2,44,0,45.859133,15.961376,1,1,"0,24","2,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
4936,casual_recreational,occasional,0.9715,0.3685,0.5319,0.4118,0.6353,0.4987,0.5423,0.651,0.4063,0.4061,84,1,4,19,3,2,6,2,3,2,2,3,4,60,3,45.819287,15.980582,0,2,23,0,"0,1,2,3,4,5,6","0,1,2,3","1,2"
4937,social,sparse,0.4172,0.6167,0.8027,0.6828,0.443,0.3737,0.3778,0.2576,0.6117,0.7064,127,2,5,20,4,3,8,2,5,4,2,3,3,56,3,45.789259,16.03941,2,0,"13,11","1,3","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
4938,social,frequent,0.2604,0.5491,0.927,0.7959,0.2385,0.4345,0.619,0.6431,0.5513,0.8387,85,2,4,37,4,3,9,3,4,5,3,4,2,40,0,45.821559,15.888209,4,1,"0,22","0,3","3,4,5,6","0,1,2,3","2,3"
4939,casual_recreational,sparse,0.794,0.3374,0.5369,0.8431,0.1442,0.4818,0.427,0.7312,0.4868,0.6889,90,1,3,32,4,3,6,4,2,3,4,3,2,49,3,45.789152,16.035141,2,2,12,0,"0,1,2,3,4,5,6","0,1,2,3","1,2"
4940,unmotivated,sparse,0.3114,0.4821,0.2229,0.2345,0.6197,0.4553,0.4732,0.6515,0.4456,0.174,92,0,2,20,4,4,2,1,2,2,4,3,3,41,3,45.804031,16.044267,2,2,"6,10,4,13","3,3,0,2","0,3,4,5,6","0,1,2,3","0,1,2"
4941,competitive,frequent,0.9156,0.7114,0.393,0.481,0.3214,0.8162,0.4155,0.2411,0.6493,0.572,84,1,4,32,5,4,6,3,3,2,3,3,2,25,2,45.740685,15.972119,3,0,"3,30","3,0","1,2,3,4,5,6","0,1,2,3","1,2"
4942,social,regular,0.6509,0.3247,0.9992,0.7556,0.4799,0.674,0.6263,0.5701,0.5321,0.7896,81,2,5,28,3,2,10,2,4,5,3,3,3,58,1,45.814656,15.973827,0,1,28,2,"0,1,2,3,4,5,6","0,1,2,3","2,3"
4943,unmotivated,sparse,0.3453,0.2975,0.6576,0.4778,0.7082,0.2289,0.3938,0.5598,0.2743,0.4532,83,2,3,12,3,3,7,2,4,4,3,2,3,33,0,45.81969,15.97789,0,2,"27,21","3,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
4944,casual_recreational,regular,0.9855,0.6142,0.7046,0.6847,0.5438,0.6585,0.649,0.3803,0.615,0.623,80,2,4,19,4,4,8,3,3,5,3,3,3,51,0,45.796835,16.044619,2,0,"9,12,21","2,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
4945,social,regular,0.8726,0.3179,0.9614,0.8882,0.5334,0.5698,0.3138,0.5235,0.4558,0.808,100,2,5,28,2,3,10,2,5,4,3,3,2,26,3,45.854904,15.95896,1,2,3,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
4946,social,sparse,0.6764,0.5316,0.9032,0.7565,0.7104,0.7692,0.826,0.1446,0.5338,0.7257,94,2,5,24,4,4,10,1,4,5,2,3,4,47,0,45.805822,15.986431,0,1,"25,7,27,4","3,1,2,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
4947,social,regular,0.8562,0.6837,0.4514,0.7659,0.3305,0.4103,0.2952,0.5045,0.6228,0.5705,75,1,3,26,5,3,4,3,4,3,3,4,2,52,2,45.829456,15.974358,0,0,"2,22","3,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
4948,social,frequent,0.5431,0.3727,0.8043,0.9067,0.6013,0.2423,0.6773,0.2257,0.3581,0.6541,92,2,4,8,3,1,6,2,5,3,3,3,4,28,0,45.755907,15.979196,3,2,21,0,"0,3,5,6","0,1,2,3","2,3"
4949,social,regular,0.6146,0.3466,0.8332,0.9464,0.3942,0.5939,0.7381,0.6492,0.4283,0.8005,91,2,5,29,3,3,8,2,4,5,3,3,2,62,2,45.799435,16.053405,2,2,"7,20","1,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
4950,casual_recreational,regular,0.884,0.7909,0.5593,0.3977,0.2902,0.8559,0.5923,0.4108,0.862,0.526,98,1,2,40,6,5,8,3,4,3,3,4,2,28,0,45.768352,16.040263,2,0,27,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
4951,social,regular,0.6944,0.4754,0.6399,0.4376,0.6583,0.3276,0.5511,0.4405,0.3322,0.5648,85,1,3,14,5,2,8,1,3,4,3,3,4,23,1,45.742398,15.976801,3,2,"17,6,9","1,1,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
4952,casual_recreational,occasional,0.7702,0.4438,0.6707,0.8527,0.2352,0.3632,0.7742,0.8873,0.4535,0.7697,101,2,4,25,4,2,7,3,5,4,5,3,2,49,2,45.815032,15.975382,0,2,9,1,"0,1,2,3,4,5,6","0,1,2,3","2,3"
4953,unmotivated,sparse,0.4414,0.107,0.4873,0.3191,0.4724,0.2578,0.7055,0.485,0.3019,0.4498,82,1,2,26,2,2,6,2,4,4,3,1,2,19,1,45.739073,15.979868,3,2,"0,26,7,15","2,0,3,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
4954,casual_recreational,occasional,0.4834,0.4926,0.4466,0.729,0.468,0.5548,0.3588,0.6625,0.5186,0.5986,96,1,2,20,4,3,4,1,3,2,3,3,3,52,3,45.748755,15.97305,3,1,"2,30,17,1","2,1,1,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
4955,casual_recreational,occasional,0.6799,0.3446,0.62,0.3486,0.2867,0.7088,0.7209,0.6656,0.5367,0.5738,85,1,3,33,4,3,6,4,3,5,4,2,2,30,0,45.804753,15.970305,0,1,"5,30,18,10","0,0,0,0","0,3,4,6","0,1,2,3","2,3"
4956,unmotivated,sparse,0.123,0.1193,0.3581,0.7479,0.7789,0.2102,0.6105,0.2653,0.1687,0.455,52,1,3,13,2,2,5,1,3,2,2,2,4,62,0,45.798634,16.034645,2,2,"11,26,19,9","1,3,2,2","2,4,6","1,2,3","1,2"
4957,casual_recreational,occasional,0.8577,0.6296,0.7209,0.7319,0.3731,0.6634,0.6102,0.4526,0.671,0.7155,98,2,5,24,5,3,7,2,5,5,4,3,3,22,1,45.804425,16.032922,2,0,27,1,"1,2,5,6","0,1,2,3","2,3"
4958,casual_recreational,regular,0.8305,0.7624,0.6372,0.4226,0.5243,0.4286,0.5049,0.4752,0.5874,0.5642,92,1,4,16,5,4,7,2,4,4,4,4,3,57,2,45.818709,15.91228,4,1,"18,30","3,2","0,1,2,3,5,6","0,1,2,3","2,3"
4959,social,occasional,0.4591,0.459,0.8737,0.964,0.2387,0.6275,0.732,0.6903,0.6247,0.94,103,2,5,23,4,3,9,4,4,5,4,3,2,28,2,45.79122,16.044486,2,0,"28,4,27","2,0,2","0,1,2,3,4,5,6","0,1,2,3","2,3"
4960,casual_recreational,sparse,0.7171,0.2421,0.2789,0.6351,0.3947,0.6378,0.6166,0.6842,0.4373,0.5055,96,0,2,29,2,3,6,2,1,2,3,2,3,38,2,45.80918,15.897061,4,2,17,2,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
4961,casual_recreational,sparse,0.4816,0.7848,0.3902,0.6369,0.7986,0.5063,0.5348,0.8872,0.7196,0.4853,71,1,2,8,5,4,4,1,3,4,4,4,4,23,0,45.74664,15.978287,3,1,"28,10,25","2,0,3","4,5,6","1,2,3","1,2,3"
4962,casual_recreational,sparse,0.6486,0.6998,0.4533,0.5729,0.1518,0.3651,0.6498,0.4336,0.5617,0.5867,82,1,3,30,5,4,7,4,3,3,3,4,1,56,0,45.7965,16.0316,2,1,0,3,"0,1,2,3,4,5,6","0,1,2,3","1,2,3"
4963,casual_recreational,frequent,0.6928,0.249,0.5099,0.5875,0.5455,0.4594,0.4315,0.4381,0.332,0.5725,67,1,2,25,3,2,7,1,4,2,2,2,3,57,2,45.799987,16.063469,2,2,"12,19","2,2","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
4964,casual_recreational,occasional,0.967,0.6367,0.6234,0.4869,0.3138,0.7773,0.4229,0.4641,0.7104,0.6758,45,1,4,39,5,4,8,3,4,3,2,4,3,56,2,45.756598,15.979658,3,0,11,2,"0,1,2,3,4,5,6","0,1,2,3","2,3"
4965,competitive,frequent,0.3513,0.6795,0.6972,0.5352,0.2715,0.8862,0.8062,0.3841,0.643,0.6899,94,2,3,31,5,4,8,3,3,3,3,4,2,45,0,45.761361,15.966782,3,0,8,2,"0,1,3,4,5,6","0,1,2,3","2,3"
4966,casual_recreational,regular,0.8928,0.498,0.6744,0.9021,0.6982,0.6833,0.2817,0.6405,0.4463,0.6555,100,2,4,4,4,4,7,1,2,5,3,3,4,28,2,45.853014,15.963367,1,2,"14,21","2,0","0,1,2,3,4,5,6","0,1,2,3","0,2,3"
4967,casual_recreational,occasional,0.9029,0.8116,0.135,0.4915,0.6795,0.2306,0.5554,0.0855,0.5703,0.2575,51,0,2,12,4,4,3,1,2,1,3,4,4,20,0,45.850515,15.945947,1,1,"13,9,27,22","0,0,1,1","3,4,5","0,1,2","0,1,2"
4968,competitive,frequent,0.6224,0.6912,0.3563,0.4347,0.2543,0.6267,0.241,0.4411,0.7439,0.51,62,1,2,26,6,4,5,3,2,3,2,4,1,34,3,45.818118,15.966621,0,0,"8,10,24,16","3,1,1,1","1,2,3,6","0,1,2,3","1,2"
4969,social,frequent,0.4565,0.5193,0.746,0.8099,0.3144,0.3343,0.521,0.3718,0.5524,0.728,70,2,4,23,4,3,9,4,4,4,3,3,3,57,0,45.84888,15.948562,1,1,"9,25,5","2,0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
4970,social,regular,0.746,0.4368,0.7993,0.8928,0.4747,0.6529,0.4609,0.5525,0.5338,0.7544,83,2,3,21,5,3,9,2,4,4,3,3,2,50,2,45.860988,15.955957,1,1,"12,24,7","1,0,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
4971,competitive,frequent,0.883,0.7611,0.4441,0.3898,0.2368,0.6604,0.5236,0.5568,0.6994,0.5036,48,1,4,33,6,4,6,3,2,3,3,4,2,44,1,45.841935,15.951279,1,0,"0,21,25","3,0,1","0,1,2,3,4,5,6","0,1,2,3","1,2"
4972,casual_recreational,occasional,0.7075,0.6072,0.2483,0.8986,0.6684,0.5581,0.4723,0.3379,0.4918,0.4693,44,0,1,11,5,4,4,2,2,4,3,3,4,57,0,45.756507,15.978078,3,2,"18,10","3,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
4973,unmotivated,occasional,0.4841,0.1888,0.2715,0.5368,0.8132,0.2077,0.4705,0.5606,0.134,0.3153,74,0,2,10,2,1,3,1,1,2,3,1,4,24,3,45.751461,15.980387,3,2,"11,19","2,0","0,1,2,3,5,6","0,1,2,3","0,1,2"
4974,social,sparse,0.4182,0.4662,0.8923,0.7816,0.3937,0.6013,0.1776,0.7204,0.6542,0.7359,104,2,5,25,3,3,9,2,5,3,3,3,2,50,2,45.804616,16.048477,2,0,"0,20,17","0,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
4975,casual_recreational,occasional,0.8569,0.2548,0.2629,0.5322,0.1842,0.3735,0.711,0.5665,0.35,0.544,101,0,2,35,3,2,5,4,2,2,4,2,1,26,1,45.807773,16.044156,2,2,"22,1,28,8","1,0,3,0","1,2,3,5","0,1,2,3","0,1,2"
4976,casual_recreational,occasional,0.6904,0.5321,0.4361,0.4611,0.2389,0.6956,0.1206,0.4686,0.6678,0.5995,94,1,3,36,5,4,5,3,3,4,2,3,1,56,0,45.846261,15.952771,1,0,"1,27,28,13","0,0,1,1","1,2,3","0,2,3","1,2"
4977,casual_recreational,occasional,0.6597,0.6336,0.2354,0.7576,0.3845,0.831,0.3773,0.7958,0.6996,0.5365,69,0,1,33,5,3,5,3,2,2,3,3,2,32,3,45.838788,15.948413,1,0,"17,27","0,1","0,1,2,5","0,1,2,3","0,1,2"
4978,social,frequent,0.2337,0.4984,0.7595,0.8624,0.5036,0.7426,0.5232,0.5313,0.629,0.6495,126,2,4,23,4,4,8,2,4,4,3,3,3,41,0,45.75608,15.964729,3,0,"12,9,15","2,0,2","1,2,6","1,2,3","2,3"
4979,unmotivated,occasional,0.2534,0.3269,0.3019,0.7461,0.7232,0.2691,0.4717,0.5441,0.2317,0.4197,106,0,2,14,3,2,3,1,3,2,3,2,4,57,0,45.749212,15.972038,3,2,6,1,"0,1,2,3,4,5,6","0,1,2,3","0,1,2"
4980,unmotivated,sparse,0.4919,0.1244,0.5786,0.6045,0.7613,0.1252,0.4585,0.5599,0.1798,0.5374,110,1,3,15,1,2,7,1,4,4,2,1,4,27,3,45.812244,16.042092,2,2,"7,15,23","3,1,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
4981,casual_recreational,occasional,0.8998,0.6299,0.7558,0.6495,0.2136,0.4756,0.7916,0.435,0.608,0.7289,64,2,3,29,5,3,7,4,4,5,4,3,2,36,3,45.814553,15.905279,4,0,"18,0,20","3,0,3","0,2,4,5","0,1,2,3","2,3"
4982,casual_recreational,regular,0.8086,0.6951,0.4656,0.6457,0.6476,0.6046,0.55,0.6713,0.5813,0.5133,65,1,3,14,5,4,7,2,3,1,3,4,4,32,1,45.862812,15.958323,1,1,24,0,"2,3,4,5,6","0,1,2,3","1,2,3"
4983,casual_recreational,occasional,0.7766,0.4863,0.5199,0.5898,0.1921,0.6853,0.4966,0.5966,0.6003,0.5662,114,1,3,32,4,4,5,3,3,3,4,3,3,27,3,45.821894,15.988958,0,0,"20,25","2,3","0,1,3,4,5,6","0,1,2,3","1,2"
4984,casual_recreational,regular,0.9436,0.7858,0.8944,0.4008,0.2256,0.8482,0.5436,0.7789,0.8215,0.7785,98,2,5,37,7,4,10,3,5,3,4,4,3,56,0,45.746403,15.980381,3,0,"22,27","0,3","0,1,2,3,4,5,6","0,1,2,3","2,3"
4985,casual_recreational,regular,0.7535,0.523,0.2605,0.8061,0.1677,0.3695,0.6074,0.5077,0.5555,0.6258,71,0,3,22,5,3,5,3,2,2,4,3,2,27,0,45.814965,15.880767,4,1,"5,12,10","0,2,0","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
4986,social,frequent,0.5626,0.4355,0.8681,0.5393,0.3055,0.8455,0.6862,0.4715,0.5731,0.6982,65,2,5,36,4,4,8,3,4,4,3,3,2,29,0,45.798872,16.029522,2,1,19,0,"3,4,6","0,1,2","2,3"
4987,casual_recreational,occasional,0.7015,0.4806,0.6916,0.7568,0.3753,0.6546,0.5209,0.532,0.5853,0.6745,100,2,4,25,4,3,7,2,4,2,3,3,2,30,1,45.799733,16.048515,2,1,"2,20","3,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
4988,unmotivated,sparse,0.4825,0.4508,0.1354,0.6627,0.7098,0.4607,0.7979,0.3784,0.3882,0.3058,80,0,1,11,3,3,4,2,1,2,3,3,3,57,1,45.752724,15.966936,3,2,"20,27,26,3","0,3,0,1","0,1,2,3,4,6","0,1,2,3","0,1,2"
4989,competitive,frequent,0.6778,0.7449,0.6485,0.3891,0.298,0.6067,0.7104,0.5821,0.725,0.615,61,1,4,16,5,3,7,2,4,5,4,4,2,58,1,45.856458,15.971197,1,0,"26,23","3,1","2,3,6","0,1,3","2,3"
4990,competitive,frequent,0.4563,0.8149,0.4529,0.2911,0.3152,0.6926,0.5485,0.492,0.6811,0.5171,78,1,3,27,6,4,6,3,3,3,3,5,2,21,1,45.791016,16.048336,2,0,"16,5,30,21","1,2,2,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
4991,unmotivated,sparse,0.7159,0.1375,0.1998,0.3995,0.6433,0.2838,0.2859,0.7096,0.3231,0.2942,88,0,3,23,2,2,4,2,1,1,3,1,3,30,3,45.819837,15.966239,0,2,"3,1","1,3","0,1,2,3,5","0,1,2,3","0,1,2"
4992,social,occasional,0.7546,0.1067,0.9212,0.7218,0.355,0.8087,0.6251,0.6712,0.4482,0.7228,93,2,4,39,1,2,9,4,5,5,3,2,2,43,1,45.809555,15.968271,0,2,"25,11","1,1","0,1,2,4,6","0,1,2,3","1,2,3"
4993,casual_recreational,occasional,0.7689,0.4036,0.1911,0.5515,0.5143,0.5716,0.8266,0.7952,0.4859,0.3883,81,0,2,24,4,3,5,2,3,4,5,3,3,56,0,45.809115,15.898763,4,2,"28,5","1,2","0,1,2,3,4","0,1,2,3","0,1,2"
4994,social,frequent,0.4846,0.2376,0.7462,0.775,0.6476,0.7398,0.5025,0.5982,0.5064,0.6673,76,2,4,26,3,3,8,2,4,4,2,2,3,27,3,45.747257,15.979802,3,1,"8,17","0,2","0,1,3,5,6","0,1,2,3","2,3"
4995,casual_recreational,regular,0.7065,0.1279,0.3716,0.7176,0.313,0.536,0.7922,0.6042,0.3355,0.5562,86,1,2,22,2,2,5,4,2,4,4,2,2,35,0,45.779508,16.032444,2,2,"7,10","2,0","0,1,2,5","0,1,2,3","1,2"
4996,casual_recreational,occasional,0.5631,0.3515,0.4933,0.7375,0.2165,0.4319,0.7159,0.5227,0.5347,0.6574,83,1,3,39,3,3,7,3,3,3,4,2,2,35,1,45.793635,16.040615,2,1,"29,17,25","1,3,1","4,5,6","0,1,2","1,2,3"
4997,casual_recreational,sparse,0.7443,0.8309,0.5198,0.7472,0.3706,0.8457,0.7564,0.8109,0.7702,0.629,61,1,3,40,6,4,6,3,4,3,4,4,3,61,3,45.832738,15.894107,4,0,"29,25,26","0,2,3","0,1,2,3,4,5,6","0,1,2,3","1,2"
4998,casual_recreational,occasional,0.8346,0.5057,0.4168,0.6913,0.3849,0.5075,0.2686,0.6326,0.5062,0.6548,63,1,3,31,4,3,5,2,3,4,3,3,3,21,2,45.805176,15.909674,4,1,"0,26","3,2","0,1,2,3,6","0,1,2,3","1,2"
4999,social,frequent,0.2664,0.3756,0.6783,0.8431,0.7015,0.4507,0.6753,0.4057,0.4049,0.6205,72,2,3,10,3,3,7,1,4,5,3,2,4,45,3,45.787538,16.047185,2,2,"8,9","0,0","2,4,6","1,2,3","2,3"
5000,casual_recreational,occasional,0.7011,0.4951,0.5486,0.6769,0.2688,0.26,0.2558,0.6106,0.4758,0.6748,130,1,3,20,3,2,8,3,3,5,3,3,1,52,0,45.804337,15.972481,0,2,"1,3,4,30","2,2,1,1","0,1,3,4","0,1,2,3","1,2,3"
5001,social,occasional,0.5917,0.512,0.7305,0.6638,0.6226,0.5013,0.8922,0.5358,0.4564,0.6239,77,2,4,10,4,3,8,1,4,2,3,3,3,61,3,45.816337,15.969677,0,2,"3,4,30,8","3,2,1,0","1,2,3,4,5,6","0,1,2,3","2,3"
5002,social,occasional,0.6706,0.4845,0.639,0.7179,0.4897,0.6134,0.5306,0.5738,0.575,0.6896,76,1,4,25,4,4,7,2,4,3,3,3,3,34,3,45.791479,15.896488,4,1,"16,27,14,15","0,1,3,2","0,1,2,3","0,1,2,3","2,3"
5003,casual_recreational,regular,0.5332,0.6428,0.8516,0.7079,0.2831,0.3955,0.19,0.1606,0.5997,0.7081,107,2,5,28,5,2,10,4,4,4,2,4,2,61,3,45.817982,15.981264,0,1,"25,22","3,1","0,3,4,6","0,1,2,3","2,3"
5004,competitive,regular,0.6055,0.8778,0.5785,0.3836,0.1291,0.8131,0.5051,0.6797,0.8547,0.5627,68,1,3,31,6,5,7,4,3,5,4,5,2,49,0,45.849073,15.961463,1,0,"22,23,4,8","3,0,1,0","0,1,3","0,2,3","2,3"
5005,casual_recreational,sparse,0.6883,0.332,0.6757,0.6928,0.171,0.7193,0.3407,0.7152,0.5308,0.7042,100,2,4,35,3,3,9,3,3,5,2,3,2,27,2,45.7571,15.980671,3,1,25,2,"0,1,2,3,4,5,6","0,1,2,3","1,2,3"
5006,social,occasional,0.2657,0.6616,0.8261,0.7027,0.6081,0.4171,0.5414,0.7342,0.5827,0.664,97,2,5,20,5,3,8,2,5,3,4,3,4,29,1,45.78443,16.04508,2,1,"0,10","1,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5007,social,frequent,0.5038,0.5918,0.838,0.784,0.3893,0.3484,0.3126,0.287,0.5069,0.7225,70,2,4,22,4,3,9,2,4,5,2,4,2,64,2,45.794741,16.047099,2,1,"17,23,3,2","2,1,2,0","0,1,2,3,4,5,6","0,1,2,3","2,3"
5008,social,regular,0.3373,0.1928,0.9006,0.7133,0.5976,0.6894,0.4833,0.3858,0.4082,0.7158,89,2,4,20,1,3,9,2,4,4,4,2,4,21,2,45.804394,16.040294,2,2,16,0,"0,1,2,3,4,5,6","0,1,2,3","2,3"
5009,casual_recreational,occasional,0.7357,0.2822,0.6715,0.7587,0.514,0.9223,0.3871,0.5618,0.4827,0.7233,100,2,4,21,2,2,8,3,5,5,4,2,2,61,3,45.850513,15.950546,1,2,"23,0,26,11","3,2,1,3","0,4,5","0,1,3","2,3"
5010,casual_recreational,sparse,0.8472,0.4146,0.4375,0.8666,0.1885,0.5458,0.2551,0.6133,0.4945,0.7266,106,1,3,33,4,3,4,3,3,3,2,2,2,57,3,45.796685,16.041218,2,2,"12,11","2,2","0,1,2,3,4,5,6","0,1,2,3","1,2"
5011,casual_recreational,occasional,0.6376,0.6232,0.4984,0.7195,0.2133,0.9808,0.9194,0.2225,0.8284,0.6091,65,1,3,39,5,4,6,3,3,2,4,4,1,17,0,45.803696,16.044891,2,0,"21,5","2,2","1,2,3","0,2,3","1,2"
5012,casual_recreational,regular,0.8625,0.5078,0.5576,0.4327,0.6043,0.7671,0.6961,0.3969,0.481,0.4214,79,1,3,23,4,4,7,1,3,2,3,3,3,38,3,45.754761,15.980903,3,2,"16,24","0,1","0,1,4,5","0,1,2,3","0,2,3"
5013,social,frequent,0.3869,0.2001,0.7913,0.5223,0.2703,0.4696,0.7061,0.2816,0.512,0.6887,124,2,4,30,1,2,7,4,4,3,4,2,3,63,2,45.854077,15.948767,1,1,"7,19","3,3","0,2,3","1,2,3","2,3"
5014,casual_recreational,occasional,0.8591,0.2933,0.5127,0.4299,0.2318,0.6616,0.5161,0.4571,0.447,0.6134,90,1,3,37,3,2,6,2,3,3,3,2,2,45,0,45.809661,15.974329,0,2,"25,28,30,18","2,2,2,0","0,3,6","1,2,3","1,2"
5015,casual_recreational,regular,0.6029,0.7214,0.1177,0.7222,0.404,0.3179,0.7038,0.4463,0.6409,0.3924,56,0,1,21,5,3,4,3,1,1,3,3,2,37,3,45.804477,15.892011,4,1,"8,18,24,12","2,3,1,1","0,1,2,3,4,5,6","0,1,2,3","0,1,2"
5016,casual_recreational,occasional,0.6649,0.623,0.3597,0.663,0.2388,0.3847,0.4278,0.6662,0.6025,0.4826,98,1,3,28,5,3,5,4,2,3,3,3,1,48,2,45.809888,15.984437,0,1,"19,14,17","3,2,1","0,3,4,5,6","0,1,2,3","1,2"
5017,casual_recreational,regular,0.9443,0.3281,0.1762,0.5942,0.2651,0.2635,0.494,0.2759,0.3958,0.4747,103,0,2,20,3,2,5,3,2,1,2,2,2,62,1,45.800826,16.031723,2,2,"2,6,10,15","2,3,1,0","0,1,3,4,5,6","0,1,2,3","0,1,2"
5018,social,sparse,0.5224,0.4185,0.4824,0.8483,0.2879,0.735,0.7285,0.4539,0.6121,0.6411,102,1,2,28,3,3,7,3,3,3,3,3,2,51,0,45.781834,16.041841,2,0,"24,30","1,3","0,1,2,5","0,1,2,3","1,2,3"
5019,casual_recreational,occasional,0.9,0.4236,0.5845,0.5414,0.2547,0.3335,0.6538,0.2263,0.4876,0.6795,99,1,3,35,3,2,6,3,3,3,3,3,2,48,3,45.818884,15.894214,4,2,"10,25","3,3","2,3,4,5","0,1,2,3",2
5020,unmotivated,occasional,0.3414,0.0726,0.4424,0.6188,0.4892,0.1974,0.1505,0.5523,0.1401,0.5765,88,1,3,21,1,2,5,2,2,1,2,2,3,40,2,45.798796,15.981347,0,2,"4,23,17,20","3,0,3,0","1,3,4,5,6","0,1,2,3","1,2"
5021,social,frequent,0.3747,0.281,0.7937,0.9525,0.6074,0.4171,0.6756,0.4371,0.2843,0.6981,87,2,5,19,3,3,9,2,4,5,2,3,4,64,2,45.750888,15.959133,3,2,"17,29,0,23","1,1,3,1","0,1,2,3,5,6","0,1,2,3","0,2,3"
5022,unmotivated,occasional,0.6796,0.3123,0.2952,0.8046,0.8187,0.354,0.8974,0.3979,0.288,0.4512,82,0,3,8,3,3,4,0,2,2,4,3,4,61,3,45.811623,15.993289,0,2,"2,4","2,2","0,1,2,3,4,5","0,1,2,3","0,1,2"
5023,social,regular,0.4994,0.1701,0.6089,0.8401,0.5686,0.5032,0.8631,0.5592,0.4061,0.5423,106,1,4,18,2,2,7,1,2,3,4,2,3,37,3,45.828794,15.899615,4,2,"15,11,19","1,2,1","0,2,3,4,6","0,1,2,3","2,3"
5024,social,frequent,0.6405,0.3074,0.9516,0.7812,0.4127,0.5265,0.7131,0.2367,0.4913,0.7885,96,2,5,21,3,2,10,2,5,5,3,2,2,56,1,45.787203,16.061218,2,2,"27,19,18,11","1,1,0,1","0,1,2,3,4,5,6","0,1,2,3","2,3"
5025,social,regular,0.6514,0.1516,0.879,0.5216,0.2986,0.2673,0.3826,0.6874,0.3438,0.7428,113,2,4,23,3,2,10,3,5,4,2,2,3,22,1,45.811807,15.898452,4,2,25,1,"0,1,2,3,4,6","0,1,2,3","2,3"
5026,casual_recreational,sparse,0.927,0.6988,0.5468,0.7538,0.3072,0.3654,0.4945,0.7393,0.5802,0.5625,96,1,3,21,5,3,4,3,4,3,3,4,3,60,0,45.792946,16.045315,2,1,"6,16,27","1,2,2","3,4,6","0,1,2","1,2"
5027,casual_recreational,occasional,0.9064,0.7698,0.4923,0.1214,0.4557,0.5398,0.5827,0.7252,0.676,0.4416,108,1,2,21,6,3,7,3,4,3,4,4,3,53,0,45.866054,15.928183,1,1,"23,15,16","3,3,3","0,1,2,3,4,5,6","0,1,2,3","1,2,3"
5028,social,regular,0.821,0.4181,0.8373,0.9104,0.4008,0.5163,0.2349,0.8666,0.4051,0.8728,101,2,5,26,5,2,10,2,3,3,3,2,3,43,1,45.806962,15.959707,0,2,"27,3,0,17","3,0,1,3","2,5,6","1,2,3","2,3"
5029,competitive,regular,0.7548,0.8232,0.4284,0.348,0.0981,0.7788,0.3451,0.5982,0.829,0.5459,94,1,3,42,6,4,5,4,3,3,3,4,1,45,0,45.863248,15.949687,1,0,9,1,"2,4,5","0,1,3","1,2"
